1.54672 0
1.51802 0.0287001
1.50575 0.0206213
1.49052 0.0210807
1.50649 0.0228414
1.49718 0.0208442
1.49144 0.0185288
1.47976 0.0198463
1.50338 0.0293993
1.50072 0.0264304
1.49832 0.0240276
1.50715 0.0236459
1.50426 0.0219416
1.50083 0.0206024
1.50351 0.0193662
1.5032 0.018118
1.49834 0.0177016
1.49892 0.0166994
1.50015 0.0158438
1.49689 0.0153803
1.50012 0.0149828
1.49873 0.0143532
1.49676 0.0138553
1.49605 0.0132848
1.4989 0.0130581
1.49723 0.012657
1.49827 0.0122236
1.50153 0.0122236
1.49703 0.0126252
1.49697 0.0121972
1.49774 0.0118224
1.49829 0.0114601
1.49601 0.0113381
1.49578 0.0110019
1.49279 0.0110953
1.49372 0.0108228
1.49566 0.0107042
1.49437 0.0104989
1.49157 0.0106005
1.49352 0.010514
1.49383 0.0102591
1.49306 0.0100413
1.49327 0.00980714
1.49147 0.00974769
1.49411 0.00988601
1.49561 0.00978535
1.49667 0.00963251
1.50013 0.0100444
1.50055 0.00984647
1.49953 0.00970173
1.49792 0.00964468
1.49653 0.0095581
1.49702 0.00938866
1.49665 0.00922062
1.49798 0.00914835
1.49799 0.00898351
1.49825 0.00882826
1.5008 0.0090431
1.50077 0.00888856
1.50089 0.00873994
1.50011 0.00863081
1.49872 0.00860276
1.4996 0.00851092
1.50116 0.00851959
1.49896 0.00867126
1.49997 0.00859893
1.50047 0.00848409
1.49861 0.00856153
1.4987 0.00843697
1.49812 0.00833566
1.49729 0.00825888
1.49664 0.00816951
1.4965 0.00805809
1.49569 0.00798911
1.49613 0.00789411
1.49628 0.00779094
1.49477 0.00783515
1.49611 0.00784892
1.49558 0.00776722
1.49642 0.00771551
1.49582 0.00764292
1.49524 0.00757161
1.49632 0.00755781
1.49745 0.00755196
1.49849 0.0075342
1.49791 0.00746825
1.49703 0.00743455
1.49836 0.00746935
1.4977 0.00741446
1.49759 0.00733241
1.49606 0.00741253
1.49633 0.0073367
1.4947 0.00743878
1.49422 0.00737466
1.49337 0.0073462
1.49357 0.00727213
1.49288 0.00722977
1.49303 0.00715703
1.4928 0.00708806
1.49323 0.0070302
1.4931 0.00696153
1.49267 0.00690631
1.49255 0.00683993
1.49286 0.00678099
1.49303 0.00671824
1.4929 0.00665593
1.49225 0.00662483
1.49224 0.00656321
1.49255 0.00651016
1.49325 0.00648798
1.49283 0.00644309
1.49255 0.00639146
1.49271 0.00633687
1.49255 0.00628324
1.49291 0.00623869
1.49266 0.0061897
1.49201 0.00617104
1.49218 0.00612112
1.49258 0.00608239
1.49241 0.00603402
1.49331 0.00605248
1.49314 0.00600531
1.49409 0.0060319
1.49429 0.00598643
1.4944 0.00593939
1.4943 0.00589287
1.49366 0.00588142
1.49344 0.0058395
1.49297 0.0058127
1.49262 0.00577888
1.49383 0.0058604
1.49354 0.00582288
1.49333 0.00578255
1.49324 0.00573998
1.49315 0.00569799
1.49324 0.00565667
1.49325 0.00561523
1.49297 0.0055813
1.49266 0.00554978
1.4926 0.0055104
1.49153 0.00557425
1.49233 0.0055921
1.49254 0.00555697
1.49285 0.0055271
1.49246 0.00550262
1.49208 0.00547808
1.49242 0.00545099
1.49245 0.00541412
1.49222 0.00538257
1.4922 0.0053466
1.49286 0.0053523
1.49313 0.00532383
1.49349 0.00530094
1.49343 0.00526676
1.49378 0.00524452
1.49412 0.00522217
1.49479 0.00523135
1.49475 0.0051983
1.49496 0.0051697
1.49496 0.00513729
1.4948 0.00510768
1.49452 0.00508383
1.49499 0.00507422
1.49472 0.00505026
1.49523 0.00504509
1.49527 0.00501473
1.49499 0.00499244
1.49479 0.00496643
1.4949 0.00493804
1.49483 0.00490937
1.49482 0.00488058
1.49456 0.004859
1.49436 0.00483515
1.49434 0.00480732
1.49445 0.00478099
1.49455 0.00475479
1.49446 0.00472871
1.49435 0.00470323
1.49454 0.00468067
1.49439 0.00465716
1.49448 0.00463233
1.49431 0.00460996
1.49452 0.00458932
1.49424 0.00457246
1.49436 0.00454926
1.49454 0.00452821
1.49469 0.00450641
1.49436 0.0044944
1.49452 0.00447333
1.49458 0.00445008
1.49444 0.00442874
1.49461 0.00440891
1.49429 0.00439783
1.4941 0.00437923
1.49382 0.00436551
1.49368 0.00434564
1.49419 0.00435332
1.49441 0.00433694
1.49441 0.00431509
1.49418 0.00429971
1.49466 0.00430526
1.49506 0.00430266
1.49494 0.00428318
1.49467 0.00427044
1.4945 0.00425297
1.49459 0.00423325
1.49511 0.00424418
1.49482 0.0042334
1.4951 0.00422251
1.49512 0.0042024
1.4954 0.00419129
1.49544 0.0041717
1.49528 0.00415503
1.49534 0.00413598
1.49548 0.00411913
1.49557 0.00410095
1.49551 0.00408249
1.49587 0.00407981
1.4955 0.00407751
1.49552 0.00405899
1.49531 0.00404636
1.49522 0.00402909
1.49533 0.0040126
1.49487 0.0040217
1.4949 0.00400394
1.49519 0.00399633
1.4956 0.00399999
1.49515 0.00400717
1.49486 0.00400003
1.49476 0.00398406
1.49455 0.00397214
1.49458 0.00395507
1.49446 0.00393983
1.49449 0.00392305
1.49439 0.00390752
1.49441 0.00389098
1.49423 0.00387849
1.49433 0.00386334
1.49424 0.00384822
1.49393 0.00384421
1.4939 0.0038284
1.49427 0.00383065
1.49419 0.00381573
1.49419 0.00380006
1.49452 0.00379891
1.49491 0.00380349
1.49518 0.00379738
1.49534 0.00378565
1.49575 0.00379189
1.49582 0.00377731
1.49637 0.00380269
1.49636 0.00378759
1.4967 0.00378839
1.4965 0.0037788
1.4968 0.00377601
1.4966 0.00376674
1.49635 0.00376024
1.49671 0.00376318
1.49636 0.00376517
1.49654 0.00375495
1.49646 0.0037415
1.49659 0.00372978
1.49646 0.00371806
1.49636 0.00370527
1.49681 0.00371822
1.49686 0.00370467
1.49675 0.00369247
1.49679 0.00367881
