         0.5    0.879861   0.0148068
	  0.6    0.646538   0.0233285
	 0.65    0.527289   0.0131812
         0.7    0.461183  0.00980974
	0.75    0.370069   0.0124214
	 0.8    0.285429   0.0107118
        0.85    0.223211  0.00693383
         0.9    0.197078  0.00650787
	 1    0.140512  0.00312974
         1.1    0.111579  0.00484209
	1.2    0.082616  0.00258309
         1.3   0.0707322  0.00261173
	1.4   0.0582908  0.00207414
         1.5   0.0498408  0.00119909
	1.6   0.0435736  0.00171861
         1.7    0.039568  0.00143858
	 1.8    0.036348  0.00154465
         1.9   0.0295008   0.0014444
	2   0.0284662  0.00137679
       
        

