          50   0.0022712
         100  0.00366313
         200  0.00514388
	400  0.00702893
	500  0.00746496
	1000  0.00811942
	2000  0.00882372
        4000  0.00809378
        5000  0.00785853
        8000  0.00901287
       10000  0.00846952
       
        
   

