         0.5    0.885866   0.0151448
         0.6    0.666513    0.023051
        0.65    0.545703   0.0201119
         0.7    0.459655   0.0133178
        0.75    0.353568   0.0133283
         0.8    0.302339   0.0124614
        0.85    0.238004    0.010158
         0.9    0.193604  0.00720464
           1    0.140956  0.00483602
         1.1    0.107008  0.00408004
         1.2   0.0825106  0.00357874
         1.3   0.0667224  0.00284456
         1.4   0.0572788   0.0024663
         1.5   0.0490448  0.00241583
         1.6   0.0418046  0.00213039
         1.7    0.036799   0.0020561
         1.8   0.0310616  0.00172524
         1.9   0.0280148  0.00172847
           2    0.025638  0.00168839
