         0.5   -0.973478  0.00107335
         0.6   -0.934371  0.00113367
        0.65   -0.913325  0.00111529
         0.7   -0.892482 0.000994291
        0.75   -0.870942 0.000852483
         0.8   -0.849277 0.000673757
        0.85   -0.826523 0.000693789
         0.9   -0.804744 0.000626883
           1   -0.761919 0.000565724
         1.1   -0.720652 0.000496568
         1.2   -0.682719  0.00045453
         1.3   -0.646452 0.000413357
         1.4   -0.612768 0.000405998
         1.5   -0.583036  0.00038157
         1.6   -0.554297 0.000463396
         1.7    -0.52799 0.000429245
         1.8   -0.504477 0.000435235
         1.9   -0.482526  0.00040739
           2   -0.462242 0.000398008
        
