          50 0.000550833
         100 0.000710929
	200   0.000889172
	400   0.00101608
	500   0.00104708	
	1000  0.00107025
	2000  0.00114439
        4000  0.0010774
        5000  0.00107503
        8000  0.00114763
       10000  0.00107335
      
         
         

