           1     1.04467     1.04467           0
           2     1.05573      1.0502  0.00977943
           3     1.01411     1.03817   0.0186572
           4        1.06     1.04363   0.0157549
           5     1.04676     1.04425   0.0122723
           6     1.02421     1.04091   0.0112352
           7     1.05893     1.04349   0.0103104
           8     1.01277     1.03965   0.0103949
           9     1.03677     1.03933  0.00917933
          10     1.03353     1.03875  0.00827663
          11    0.992784     1.03457  0.00998262
          12     1.03864     1.03491  0.00911708
          13     1.04157     1.03542  0.00843383
          14     1.02195     1.03446  0.00792933
          15     1.04144     1.03492  0.00743024
          16     1.02718     1.03444  0.00699909
          17     1.04983     1.03535  0.00671343
          18     1.04057     1.03564  0.00634229
          19     1.05378     1.03659  0.00619557
          20     1.02855     1.03619  0.00589998
          21     1.02249     1.03554  0.00570319
          22     1.02048     1.03485  0.00557284
          23     1.02144     1.03427  0.00540224
          24     1.04829     1.03485  0.00524568
          25     1.03985     1.03505  0.00504311
          26     1.04568     1.03546  0.00488092
          27     1.00066     1.03417  0.00511836
          28     1.01886     1.03363  0.00500658
          29      1.0182     1.03309  0.00491789
          30     1.03291     1.03309  0.00475127
          31    0.986344     1.03158  0.00515305
          32     1.06598     1.03266  0.00525678
          33     1.02497     1.03242  0.00510902
          34      1.0364     1.03254  0.00496028
          35     1.04471     1.03289  0.00485431
          36     1.02078     1.03255  0.00474734
          37     1.03409     1.03259  0.00461731
          38     1.03263     1.03259  0.00449449
          39     1.06508     1.03343  0.00456231
          40     1.03716     1.03352  0.00444806
          41    0.998335     1.03266  0.00454144
          42     1.02657     1.03252  0.00444119
          43    0.996856     1.03169  0.00450707
          44     1.03383     1.03174  0.00440358
          45     1.03838     1.03188  0.00431396
          46     1.03041     1.03185  0.00421915
          47     1.01899     1.03158  0.00414772
          48     1.04435     1.03184  0.00407805
          49      1.0187     1.03158  0.00401567
          50     1.02536     1.03145  0.00394015
          51     1.04968     1.03181  0.00389726
          52     1.00738     1.03134  0.00389796
          53     1.02513     1.03122  0.00382973
          54    0.997352     1.03059  0.00387071
          55     1.03435     1.03066  0.00380049
          56     1.03476     1.03074  0.00373349
          57     1.05611     1.03118  0.00372515
          58     1.00198     1.03068  0.00374465
          59     1.04204     1.03087  0.00369171
          60      1.0544     1.03126  0.00367955
          61     1.02515     1.03116  0.00362098
          62     1.02516     1.03107  0.00356652
          63     1.03975      1.0312  0.00351587
          64     1.06196     1.03168  0.00354332
          65     1.05641     1.03206  0.00354177
          66     1.00708     1.03169  0.00353508
          67     1.04792     1.03193  0.00349984
          68     1.03386     1.03196  0.00344812
          69     1.02858     1.03191  0.00339941
          70     1.03572     1.03196  0.00335158
          71     1.03897     1.03206  0.00330876
          72     1.05639      1.0324  0.00329909
          73     1.04363     1.03255  0.00326119
          74     1.05056      1.0328  0.00323601
          75     1.01959     1.03262  0.00320693
          76     1.02586     1.03253  0.00316908
          77     1.04165     1.03265  0.00313179
          78    0.987575     1.03207   0.0032152
          79     1.00889     1.03178  0.00320422
          80     1.04737     1.03197  0.00317838
          81     1.01903     1.03181  0.00314926
          82     1.01336     1.03159  0.00313114
          83     1.02783     1.03154  0.00309402
          84      1.0266     1.03148  0.00305878
          85      1.0478     1.03168  0.00303498
          86      1.0343     1.03171   0.0029996
          87    0.986673     1.03119  0.00306612
          88     1.02138     1.03108  0.00303534
          89     1.05389     1.03133  0.00302586
          90     1.01345     1.03113  0.00300627
          91      1.0464      1.0313  0.00298278
          92     1.02422     1.03123  0.00295362
          93     1.05921     1.03153  0.00295474
          94     1.04375     1.03166  0.00292928
          95     1.02543     1.03159  0.00290114
          96     1.04804     1.03176  0.00288028
          97     1.01134     1.03155  0.00286948
          98     1.02248     1.03146  0.00284338
          99     1.05936     1.03174  0.00284694
         100     1.03196     1.03174  0.00281833
