           1       1.567       1.567           0
           2     1.58359      1.5753  0.00829664
           3     1.52117     1.55725   0.0186682
           4        1.59     1.56544   0.0155334
           5     1.57014     1.56638   0.0120687
           6     1.53632     1.56137   0.0110549
           7      1.5884     1.56523   0.0101096
           8     1.51915     1.55947   0.0104799
           9     1.55516     1.55899  0.00925479
          10      1.5503     1.55812  0.00832329
          11     1.48918     1.55186  0.00979637
          12     1.55797     1.55236  0.00895731
          13     1.56236     1.55313   0.0082753
          14     1.53292     1.55169  0.00779631
          15     1.56216     1.55239  0.00729144
          16     1.54078     1.55166  0.00685901
          17     1.57474     1.55302  0.00658437
          18     1.56086     1.55345  0.00622306
          19     1.58068     1.55489  0.00605826
          20     1.54282     1.55428  0.00577895
          21     1.53374     1.55331  0.00558329
          22     1.53072     1.55228  0.00542157
          23     1.53216      1.5514  0.00525381
          24     1.57244     1.55228  0.00510593
          25     1.55978     1.55258  0.00490661
          26     1.56852     1.55319  0.00475384
          27     1.50099     1.55126  0.00496614
          28     1.52828     1.55044  0.00485535
          29      1.5273     1.54964  0.00475239
          30     1.54936     1.54963  0.00459125
          31     1.47952     1.54737  0.00498351
          32     1.59897     1.54898  0.00508752
          33     1.53745     1.54863   0.0049433
          34      1.5546     1.54881  0.00479892
          35     1.56706     1.54933  0.00468888
          36     1.53117     1.54883  0.00458461
          37     1.55113     1.54889  0.00445941
          38     1.54894     1.54889  0.00434047
          39     1.59762     1.55014  0.00440847
          40     1.55574     1.55028  0.00429912
          41      1.4975     1.54899   0.0043861
          42     1.53985     1.54877  0.00428593
          43     1.49528     1.54753  0.00436602
          44     1.55074      1.5476  0.00426627
          45     1.55757     1.54782  0.00417626
          46     1.54561     1.54778  0.00408475
          47     1.52848     1.54737  0.00401792
          48     1.56653     1.54777  0.00395353
          49     1.52806     1.54736  0.00389283
          50     1.53804     1.54718  0.00381874
          51     1.57452     1.54771  0.00378133
          52     1.51107     1.54701  0.00377425
          53     1.53769     1.54683  0.00370652
          54     1.49603     1.54589  0.00375694
          55     1.55153     1.54599  0.00368942
          56     1.55213      1.5461   0.0036246
          57     1.58416     1.54677  0.00362251
          58     1.50296     1.54602  0.00363876
          59     1.56307      1.5463  0.00358821
          60      1.5816     1.54689  0.00357661
          61     1.53773     1.54674   0.0035207
          62     1.53774      1.5466  0.00346649
          63     1.55963      1.5468  0.00341729
          64     1.59294     1.54753  0.00343986
          65     1.58462      1.5481  0.00343427
          66     1.51062     1.54753  0.00342918
          67     1.57188     1.54789   0.0033971
          68     1.55079     1.54793  0.00334704
          69     1.54287     1.54786    0.003299
          70     1.55358     1.54794  0.00325255
          71     1.55846     1.54809  0.00320983
          72     1.58459      1.5486  0.00320528
          73     1.56545     1.54883  0.00316949
          74     1.57585     1.54919  0.00314761
          75     1.52939     1.54893  0.00311656
          76     1.53879      1.5488  0.00307817
          77     1.56248     1.54897  0.00304313
          78     1.48136     1.54811  0.00312642
          79     1.51333     1.54767  0.00311783
          80     1.57106     1.54796  0.00309246
          81     1.52854     1.54772  0.00306344
          82     1.52005     1.54738  0.00304461
          83     1.54175     1.54731  0.00300847
          84      1.5399     1.54723  0.00297375
          85     1.57169     1.54751  0.00295262
          86     1.55145     1.54756  0.00291845
          87     1.48001     1.54678  0.00298737
          88     1.53208     1.54662  0.00295795
          89     1.58084       1.547   0.0029497
          90     1.52017      1.5467  0.00293193
          91      1.5696     1.54695  0.00291043
          92     1.53633     1.54684  0.00288093
          93     1.58882     1.54729  0.00288532
          94     1.56562     1.54748  0.00286111
          95     1.53815     1.54739  0.00283254
          96     1.57206     1.54764  0.00281464
          97     1.51701     1.54733  0.00280332
          98     1.53372     1.54719  0.00277804
          99     1.58904     1.54761  0.00278214
         100     1.54794     1.54762  0.00275418
