           1    -5.49111    -5.49111           0
           2    -5.49188     -5.4915 0.000384976
           3    -5.49129    -5.49143 0.000232537
           4    -5.49111    -5.49135  0.00018335
           5    -5.49189    -5.49146 0.000178173
           6    -5.48972    -5.49117 0.000323575
           7    -5.48956    -5.49094 0.000356916
           8    -5.49193    -5.49106 0.000332795
           9    -5.49128    -5.49109 0.000294509
          10     -5.4921    -5.49119 0.000282276
          11    -5.49105    -5.49118 0.000255648
          12    -5.48969    -5.49105 0.000264134
          13    -5.49209    -5.49113 0.000255766
          14    -5.49239    -5.49122 0.000253167
          15    -5.49074    -5.49119 0.000237819
          16    -5.49087    -5.49117 0.000223361
          17    -5.49091    -5.49115 0.000210381
          18     -5.4913    -5.49116 0.000198509
          19    -5.49056    -5.49113  0.00019043
          20    -5.49032    -5.49109 0.000185135
          21    -5.49179    -5.49112 0.000179228
          22    -5.49105    -5.49112 0.000170922
          23    -5.49125    -5.49113  0.00016342
          24    -5.49155    -5.49114 0.000157471
          25     -5.4919    -5.49117 0.000154075
          26    -5.49127    -5.49118 0.000148076
          27    -5.48934    -5.49111 0.000157963
          28    -5.49049    -5.49109 0.000153802
          29    -5.49106    -5.49109 0.000148407
          30    -5.49054    -5.49107 0.000144543
          31    -5.49092    -5.49106 0.000139888
          32    -5.49175    -5.49108 0.000137123
          33    -5.49072    -5.49107  0.00013336
          34    -5.49112    -5.49107 0.000129387
          35    -5.49012    -5.49105 0.000128582
          36    -5.49015    -5.49102 0.000127405
          37     -5.4916    -5.49104 0.000124899
          38    -5.49217    -5.49107 0.000125189
          39    -5.49105    -5.49107 0.000121938
          40    -5.49182    -5.49109 0.000120311
          41    -5.49115    -5.49109 0.000117349
          42     -5.4907    -5.49108 0.000114888
          43    -5.49079    -5.49107 0.000112382
          44    -5.49181    -5.49109 0.000111084
          45    -5.49124    -5.49109 0.000108643
          46    -5.49167     -5.4911 0.000106988
          47    -5.49091     -5.4911 0.000104771
          48    -5.49041    -5.49109 0.000103575
          49    -5.49183     -5.4911 0.000102557
          50    -5.49159    -5.49111 0.000100966
          51    -5.49129    -5.49111 9.90294e-05
          52    -5.49157    -5.49112 9.74958e-05
          53    -5.49133    -5.49113 9.57152e-05
          54    -5.49057    -5.49112 9.44917e-05
          55    -5.49183    -5.49113  9.3651e-05
          56    -5.49211    -5.49115 9.36001e-05
          57    -5.48983    -5.49112 9.48219e-05
          58    -5.49077    -5.49112 9.33757e-05
          59    -5.49044    -5.49111 9.24976e-05
          60    -5.49072     -5.4911 9.11748e-05
          61    -5.49065    -5.49109 8.99741e-05
          62    -5.49093    -5.49109 8.85489e-05
          63    -5.49028    -5.49108 8.80849e-05
          64    -5.49009    -5.49106 8.80454e-05
          65    -5.49123    -5.49106 8.67195e-05
          66    -5.49118    -5.49107  8.5414e-05
          67    -5.49102    -5.49107 8.41319e-05
          68    -5.49206    -5.49108 8.41581e-05
          69    -5.49129    -5.49108 8.29871e-05
          70    -5.49253     -5.4911  8.4367e-05
          71    -5.49146    -5.49111 8.33232e-05
          72    -5.49177    -5.49112 8.26657e-05
          73    -5.49075    -5.49111 8.16807e-05
          74    -5.49179    -5.49112 8.10948e-05
          75    -5.49119    -5.49112 8.00118e-05
          76    -5.49106    -5.49112 7.89557e-05
          77    -5.49143    -5.49113 7.80273e-05
          78    -5.49026    -5.49112 7.78118e-05
          79    -5.49065    -5.49111 7.70426e-05
          80    -5.49054     -5.4911 7.64012e-05
          81    -5.49118     -5.4911 7.54579e-05
          82    -5.49012    -5.49109 7.54834e-05
          83     -5.4915     -5.4911 7.47321e-05
          84    -5.49083    -5.49109 7.39052e-05
          85    -5.49061    -5.49109 7.32538e-05
          86    -5.49076    -5.49108 7.24991e-05
          87    -5.49206    -5.49109 7.25287e-05
          88    -5.49255    -5.49111  7.3587e-05
          89    -5.49164    -5.49112 7.30003e-05
          90    -5.48966     -5.4911 7.39665e-05
          91    -5.49032    -5.49109 7.36493e-05
          92    -5.49072    -5.49109 7.29587e-05
          93    -5.49135    -5.49109 7.22236e-05
          94    -5.49126    -5.49109 7.14733e-05
          95    -5.49059    -5.49109 7.09155e-05
          96    -5.49164    -5.49109 7.04067e-05
          97    -5.49067    -5.49109 6.98125e-05
          98    -5.49048    -5.49108 6.93772e-05
          99    -5.49027    -5.49107 6.91562e-05
         100    -5.49103    -5.49107 6.84625e-05
