           1     1.17505     1.17505           0
           2     1.17855      1.1768  0.00174726
           3     1.18672     1.18011  0.00345837
           4      1.1803     1.18015   0.0024459
           5     1.18978     1.18208  0.00270168
           6     1.18201     1.18207  0.00220595
           7     1.18267     1.18215  0.00186637
           8     1.17806     1.18164  0.00169526
           9      1.1846     1.18197  0.00153066
          10     1.18635     1.18241  0.00143745
          11      1.1667     1.18098  0.00193113
          12     1.19641     1.18227  0.00218176
          13     1.18198     1.18225  0.00200704
          14     1.18855      1.1827  0.00191188
          15     1.17717     1.18233  0.00181759
          16     1.18372     1.18241  0.00170243
          17     1.18857     1.18278   0.0016396
          18     1.19132     1.18325  0.00161713
          19     1.17702     1.18292  0.00156439
          20     1.18618     1.18309  0.00149301
          21     1.19481     1.18364  0.00152598
          22     1.17688     1.18334  0.00148709
          23     1.17791      1.1831  0.00144039
          24     1.19029      1.1834  0.00141119
          25     1.18288     1.18338  0.00135373
          26     1.18289     1.18336  0.00130075
          27     1.19223     1.18369  0.00129405
          28     1.18501     1.18374  0.00124786
          29     1.18808     1.18389  0.00121333
          30     1.19201     1.18416  0.00120307
          31     1.16798     1.18364   0.0012753
          32     1.19841      1.1841  0.00131825
          33     1.18754      1.1842  0.00128192
          34     1.18618     1.18426  0.00124501
          35     1.18285     1.18422  0.00120959
          36     1.18378     1.18421  0.00117557
          37     1.19047     1.18438  0.00115581
          38     1.18115     1.18429   0.0011282
          39     1.18712     1.18436  0.00110128
          40     1.18019     1.18426  0.00107844
          41     1.18305     1.18423  0.00105223
          42     1.18745     1.18431  0.00102972
          43     1.18349     1.18429  0.00100567
          44      1.1836     1.18427 0.000982673
          45     1.18176     1.18422 0.000962203
          46     1.17931     1.18411  0.00094709
          47     1.18209     1.18407 0.000927714
          48     1.19171     1.18423 0.000922018
          49     1.18276      1.1842 0.000903499
          50     1.17681     1.18405 0.000897485
          51      1.1901     1.18417 0.000887684
          52     1.18648     1.18421 0.000871579
          53     1.17952     1.18412 0.000859542
          54     1.18675     1.18417 0.000844876
          55     1.17823     1.18406 0.000836371
          56     1.18531     1.18409 0.000821602
          57     1.18113     1.18403 0.000808718
          58     1.18421     1.18404 0.000794658
          59     1.17992     1.18397 0.000784176
          60     1.18924     1.18406 0.000775981
          61     1.17528     1.18391 0.000776597
          62     1.18567     1.18394 0.000764494
          63     1.16319     1.18361 0.000821209
          64     1.18724     1.18367 0.000810258
          65      1.1862     1.18371 0.000798649
          66     1.19373     1.18386 0.000800987
          67     1.17848     1.18378 0.000793009
          68     1.19777     1.18398 0.000807889
          69     1.17913     1.18391   0.0007992
          70     1.18841     1.18398  0.00079032
          71     1.18267     1.18396 0.000779328
          72     1.18726       1.184 0.000769796
          73     1.18121     1.18397 0.000760144
          74        1.18     1.18391 0.000751718
          75     1.18598     1.18394 0.000742139
          76     1.18328     1.18393 0.000732362
          77     1.18389     1.18393 0.000722788
          78     1.17624     1.18383 0.000720247
          79     1.19025     1.18391 0.000715693
          80       1.184     1.18391 0.000706691
          81     1.18481     1.18393    0.000698
          82     1.18006     1.18388 0.000691047
          83     1.17857     1.18381 0.000685655
          84     1.17845     1.18375 0.000680443
          85     1.18094     1.18372 0.000673202
          86      1.1757     1.18362 0.000671829
          87     1.19376     1.18374 0.000674212
          88     1.18764     1.18379  0.00066798
          89     1.18973     1.18385 0.000663806
          90     1.17972     1.18381 0.000657992
          91     1.18289      1.1838 0.000650798
          92     1.18391      1.1838 0.000643687
          93     1.17907     1.18375 0.000638755
          94     1.18248     1.18373 0.000632067
          95     1.19494     1.18385 0.000636415
          96     1.18057     1.18382 0.000630676
          97     1.18438     1.18382 0.000624168
          98     1.17781     1.18376 0.000620802
          99     1.18499     1.18377 0.000614624
         100     1.19207     1.18386 0.000614074
