0 0 0
1 0.0971721 0.200836
2 0.187651 0.138973
3 0.160655 0.15827
4 0.266734 0.243263
5 -0.137061 0.174228
6 0.322132 0.161868
7 0.287432 0.172575
8 0.45059 0.14164
9 0.046481 0.15894
10 0.551404 0.141995
11 0.131935 0.155506
12 0.317622 0.0880711
13 0.405479 0.171144
14 0.532318 0.160301
15 0.153986 0.163505
16 0.461032 0.10078
17 0.444481 0.146902
18 0.437313 0.155854
19 0.50742 0.174752
20 0.272169 0.171984
21 0.153801 0.119367
22 0.426993 0.0979882
23 0.426554 0.191795
24 0.276749 0.149966
25 0.454522 0.14537
26 0.383103 0.119528
27 0.572862 0.131895
28 0.324494 0.140728
29 0.242146 0.182619
30 0.169045 0.119156
31 0.424383 0.152472
32 0.393538 0.188936
33 0.571598 0.12166
34 0.355937 0.130562
35 0.540608 0.133185
36 0.246919 0.156417
37 0.436671 0.137277
38 0.328464 0.135369
39 0.119258 0.135713
40 0.0852421 0.0975503
41 0.216106 0.123426
42 0.35045 0.119406
43 0.281997 0.11043
44 0.353518 0.153945
45 0.560548 0.102442
46 0.233606 0.142637
47 0.25905 0.140542
48 0.227261 0.120481
49 0.513313 0.109249
50 0.481454 0.11572
51 0.172881 0.0970583
52 0.461236 0.125464
53 0.295368 0.158079
54 0.240863 0.131689
55 0.403452 0.123003
56 0.41452 0.112956
57 0.296876 0.107557
58 0.40047 0.0953989
59 0.352285 0.107404
60 0.272434 0.141382
61 0.549308 0.0877596
62 0.432706 0.09143
63 0.603072 0.100319
64 0.308798 0.0989583
65 0.330982 0.113859
66 0.439208 0.102089
67 0.104788 0.155973
68 0.334258 0.0958987
69 0.0422953 0.141121
70 0.226248 0.115021
71 0.473671 0.132112
72 0.338763 0.143079
73 0.502843 0.14762
74 0.0539338 0.128831
75 0.424157 0.15936
76 0.273394 0.120488
77 0.576494 0.174197
78 0.269946 0.163816
79 0.261024 0.134205
80 0.0867768 0.123455
81 0.422795 0.153423
82 0.167735 0.115979
83 0.477609 0.11439
84 0.103211 0.150145
85 0.157415 0.127104
86 0.261788 0.126886
87 0.185807 0.125347
88 0.180631 0.153144
89 0.382597 0.126415
90 0.0309333 0.128926
91 0.137462 0.139196
92 0.223779 0.112847
93 0.350937 0.188196
94 0.52119 0.109264
95 0.294907 0.123535
96 0.157186 0.193326
97 0.0596439 0.106535
98 0.336163 0.115059
99 0.160698 0.14296
100 0.143271 0.134073
101 0.183482 0.139375
102 0.339945 0.125507
103 0.297681 0.107772
104 0.553178 0.117291
105 0.20977 0.12105
106 0.148172 0.107164
107 0.268643 0.117396
108 0.384787 0.0864218
109 0.222787 0.107519
110 0.340513 0.109846
111 0.240301 0.135937
112 0.225306 0.110555
113 0.294217 0.101816
114 0.267737 0.104866
115 0.372753 0.11135
116 0.288633 0.11161
117 0.582347 0.119231
118 0.248322 0.111271
119 0.371484 0.0932009
120 0.271358 0.105518
121 0.292073 0.104717
122 0.24223 0.108511
123 0.317171 0.107875
124 0.530372 0.0935715
125 0.281624 0.105355
126 0.298502 0.128603
127 0.451927 0.106955
128 0.366707 0.112809
129 0.223362 0.0984926
130 0.165569 0.152096
131 0.422673 0.0938272
132 0.18255 0.0857014
133 0.229796 0.121924
134 0.27627 0.139729
135 0.300355 0.131226
136 0.489355 0.100028
137 0.203061 0.0870363
138 0.202051 0.0664226
139 0.290319 0.0815968
140 0.201107 0.11414
141 0.314047 0.145309
142 0.240871 0.115073
143 0.193342 0.125187
144 0.260881 0.117182
145 0.247541 0.0909995
146 0.21323 0.116067
147 0.118239 0.103664
148 0.301384 0.0820089
149 0.472321 0.107964
150 0.297272 0.0987794
151 0.1944 0.111884
152 0.551445 0.102393
153 0.0693282 0.130554
154 0.428531 0.081512
155 0.232175 0.14273
156 0.285071 0.104131
157 0.283623 0.106011
158 0.171331 0.125091
159 0.298104 0.10503
160 0.377958 0.100269
161 0.32295 0.137727
162 0.18526 0.137122
163 0.116954 0.101514
164 0.371066 0.1042
165 0.397463 0.0886579
166 0.257354 0.15323
167 0.467248 0.126856
168 0.310466 0.117044
169 0.175047 0.111387
170 0.185218 0.150571
171 0.412732 0.117853
172 0.402791 0.132022
173 0.496525 0.123546
174 0.350274 0.132697
175 0.223739 0.136337
176 0.319464 0.12377
177 0.348481 0.128775
178 0.203796 0.113758
179 0.28008 0.109187
180 0.20821 0.101546
181 0.304069 0.105364
182 0.421847 0.13735
183 0.331768 0.0541249
184 0.192919 0.138889
185 0.40087 0.104059
186 0.326548 0.113268
187 0.503252 0.0940221
188 0.277347 0.12554
189 0.544157 0.1123
190 0.26392 0.120654
191 0.152502 0.0992374
192 0.407759 0.116248
193 0.351886 0.141434
194 0.295077 0.0766344
195 0.126771 0.128884
196 0.200034 0.105345
197 0.218034 0.119343
198 0.447395 0.103208
199 0.463218 0.130397
200 0.502281 0.132763
201 0.207028 0.0925766
202 0.581565 0.117375
203 0.431171 0.100725
204 0.272704 0.163466
205 0.0468937 0.148288
206 0.430967 0.140565
207 0.439676 0.119121
208 0.337231 0.126447
209 0.374036 0.170032
210 0.447592 0.121082
211 0.319823 0.134528
212 0.445512 0.107397
213 0.368859 0.157952
214 0.458986 0.125248
215 0.364885 0.126265
216 0.36799 0.138682
217 0.0785896 0.170492
218 0.317925 0.119312
219 0.22694 0.169439
220 0.270335 0.13024
221 0.489657 0.135316
222 0.462522 0.108256
223 0.378369 0.106337
224 0.094941 0.149788
225 0.332158 0.12023
226 0.334143 0.151707
227 0.258078 0.187844
228 0.132878 0.102185
229 0.177805 0.117432
