           1     1.42643     1.42643           0
           2     1.42648     1.42645 2.37583e-05
           3     1.42646     1.42646 1.38925e-05
           4     1.42647     1.42646 1.05588e-05
           5     1.42653     1.42648 1.70087e-05
           6     1.42657     1.42649 2.09441e-05
           7     1.42654      1.4265 1.91945e-05
           8     1.42651      1.4265 1.66791e-05
           9      1.4265      1.4265 1.47131e-05
          10     1.42648      1.4265 1.32485e-05
          11     1.42657      1.4265 1.38429e-05
          12     1.42657     1.42651 1.37258e-05
          13     1.42655     1.42651 1.29535e-05
          14     1.42651     1.42651 1.19947e-05
          15     1.42653     1.42651 1.12467e-05
          16     1.42654     1.42652  1.0614e-05
          17     1.42651     1.42652 9.97027e-06
          18     1.42646     1.42651 9.82558e-06
          19     1.42646     1.42651  9.6408e-06
          20      1.4265     1.42651 9.17115e-06
          21     1.42656     1.42651 9.09647e-06
          22     1.42656     1.42651 8.91278e-06
          23      1.4266     1.42652 9.36974e-06
          24     1.42656     1.42652 9.13887e-06
          25     1.42655     1.42652 8.82997e-06
          26     1.42655     1.42652 8.56566e-06
          27     1.42654     1.42652 8.26237e-06
          28     1.42648     1.42652 8.08776e-06
          29     1.42651     1.42652 7.80941e-06
          30      1.4265     1.42652 7.57362e-06
          31     1.42645     1.42652 7.64465e-06
          32     1.42648     1.42652 7.50293e-06
          33     1.42649     1.42652 7.32163e-06
          34     1.42642     1.42651 7.68298e-06
          35     1.42646     1.42651 7.62476e-06
          36     1.42646     1.42651  7.5259e-06
          37     1.42649     1.42651 7.33781e-06
          38     1.42646     1.42651 7.23883e-06
          39     1.42638     1.42651 7.78846e-06
          40     1.42638      1.4265 8.22415e-06
          41     1.42643      1.4265 8.19522e-06
          42     1.42645      1.4265 8.08914e-06
          43     1.42646      1.4265 7.94279e-06
          44     1.42653      1.4265 7.78799e-06
          45     1.42649      1.4265  7.6177e-06
          46     1.42649      1.4265 7.45401e-06
          47     1.42649      1.4265 7.29475e-06
          48     1.42655      1.4265 7.20819e-06
          49     1.42656      1.4265  7.1525e-06
          50     1.42653      1.4265 7.02909e-06
          51     1.42649      1.4265 6.89424e-06
          52     1.42647      1.4265 6.78235e-06
          53     1.42648      1.4265 6.66365e-06
          54     1.42645      1.4265 6.59452e-06
          55     1.42645      1.4265 6.53983e-06
          56     1.42647      1.4265 6.44254e-06
          57     1.42647      1.4265 6.34991e-06
          58     1.42652      1.4265 6.25093e-06
          59     1.42655      1.4265 6.20299e-06
          60     1.42656      1.4265 6.19048e-06
          61     1.42657      1.4265 6.18408e-06
          62     1.42657      1.4265 6.18208e-06
          63     1.42654      1.4265 6.11329e-06
          64     1.42651      1.4265 6.01751e-06
          65     1.42637      1.4265 6.27008e-06
          66     1.42631      1.4265 6.79232e-06
          67     1.42631     1.42649 7.24855e-06
          68     1.42628     1.42649 7.82206e-06
          69     1.42623     1.42649 8.57082e-06
          70     1.42618     1.42648 9.50419e-06
          71     1.42621     1.42648 1.01264e-05
          72     1.42628     1.42648 1.03468e-05
          73     1.42638     1.42648 1.02876e-05
          74     1.42634     1.42647 1.03013e-05
          75     1.42638     1.42647 1.02341e-05
          76     1.42645     1.42647 1.01011e-05
          77     1.42652     1.42647  9.9882e-06
          78     1.42654     1.42647 9.89936e-06
          79     1.42658     1.42647 9.86569e-06
          80     1.42653     1.42648 9.76343e-06
          81     1.42651     1.42648 9.65338e-06
          82     1.42655     1.42648  9.5819e-06
          83     1.42652     1.42648 9.47826e-06
          84     1.42654     1.42648 9.39122e-06
          85     1.42652     1.42648 9.29271e-06
          86     1.42647     1.42648 9.18429e-06
          87     1.42646     1.42648 9.08185e-06
          88     1.42645     1.42648   8.982e-06
          89      1.4264     1.42648 8.92304e-06
          90     1.42642     1.42648 8.85002e-06
          91     1.42646     1.42648 8.75398e-06
          92     1.42651     1.42648 8.66503e-06
          93      1.4265     1.42648 8.57589e-06
          94     1.42645     1.42648  8.4895e-06
          95     1.42645     1.42648 8.40487e-06
          96     1.42652     1.42648 8.33002e-06
          97     1.42659     1.42648 8.33113e-06
          98     1.42656     1.42648 8.29198e-06
          99     1.42657     1.42648 8.25725e-06
         100     1.42659     1.42648 8.24585e-06
