0 0
0.0256496 0
0.0512993 0
0.0769489 0
0.102599 0
0.128248 0
0.153898 0
0.179547 0
0.205197 0
0.230847 0
0.256496 0
0.282146 0
0.307796 0
0.333445 0
0.359095 0
0.384745 0
0.410394 0
0.436044 0
0.461694 0
0.487343 0
0.512993 0
0.538642 0
0.564292 0
0.589942 0
0.615591 0
0.641241 0
0.666891 0
0.69254 0
0.71819 0
0.74384 0
0.769489 0
0.795139 0
0.820788 0
0.846438 0
0.872088 0
0.897737 0
0.923387 0
0.949037 0.465721
0.974686 1.10461
1.00034 2.37861
1.02599 2.59535
1.05164 2.59854
1.07728 2.11511
1.10293 2.13436
1.12858 2.37024
1.15423 2.2672
1.17988 1.66592
1.20553 1.49976
1.23118 1.76339
1.25683 1.06917
1.28248 1.28406
1.30813 0.987747
1.33378 0.910875
1.35943 0.610186
1.38508 0.99225
1.41073 0.744191
1.43638 0.854859
1.46203 0.594276
1.48768 0.60603
1.51333 0.709163
1.53898 0.447335
1.56463 0.577209
1.59028 0.530942
1.61593 0.73092
1.64158 0.73467
1.66723 0.483421
1.69288 0.715829
1.71853 0.76665
1.74418 0.767693
1.76983 1.08474
1.79547 0.834566
1.82112 1.15302
1.84677 1.03836
1.87242 1.13154
1.89807 1.1997
1.92372 1.28303
1.94937 1.1751
1.97502 0.92688
2.00067 1.27541
2.02632 1.15717
2.05197 1.14544
2.07762 1.15038
2.10327 1.10662
2.12892 1.26815
2.15457 1.28417
2.18022 0.970597
2.20587 1.16712
2.23152 1.2404
2.25717 0.878035
2.28282 1.02205
2.30847 0.866312
2.33412 1.06913
2.35977 1.08441
2.38542 0.998907
2.41107 0.928985
2.43672 1.02932
2.46237 0.832267
2.48802 0.907145
2.51366 0.888819
2.53931 0.926173
